State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Assaults_0,Assaults_1,Assaults_2,Assaults_3,Assaults_4,Assaults_5,Assaults_6,Assaults_7,Assaults_8,Assaults_9,Assaults_10,Assaults_11,Assaults_12,Assaults_13,Assaults_14,Assaults_15,Assaults_16
TN,2009,dvro,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,dvrosurrender,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,dvrosurrendernoconditions,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,invcommitment,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,invoutpatient,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,mcdv,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,mcdvsurrender,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2009,mcdvsurrendernoconditions,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,
TN,2016,collegeconcealed,removal,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,,,,,,,,
TN,2016,elementary,removal,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,,,,,,,,,,,,,,,
TX,2001,dvro,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,
TX,2001,dvrodating,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,
TX,2001,mcdv,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,
TX,2007,nosyg,removal,,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,
TX,2008,exparte,implemented,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,,
TX,2008,expartedating,implemented,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,,
TX,2009,ccrevoke,implemented,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,,,
TX,2016,collegeconcealed,removal,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,,,,,,,,,,
TX,2016,opencarryh,removal,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,,,,,,,,,,,,,,,
UT,2000,immunity,removal,,,,,,,,,,,,,,,,445,398,435,594,546,510,529,628,660,600,537,603,573,556,604,529,599,849
UT,2002,college,removal,,,,,,,,,,,,,,445,398,435,594,546,510,529,628,660,600,537,603,573,556,604,529,599,849,,
VA,2000,immunity,removal,,,,,,,,,,,,,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229
VA,2004,dealerh,removal,,,,,,,,,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,,,
VA,2004,permith,removal,,,,,,,,,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,,,
VA,2008,invoutpatient,implemented,,,,,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,,,,,,,
VA,2012,onepermonth,removal,,,,1271,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,,,,,,,,,,,
VA,2016,dvro,implemented,1296,1759,1929,1125,1579,2367,2080,1998,2146,1819,1872,1722,1887,1970,2325,2596,3229,,,,,,,,,,,,,,,,
VT,2015,mcdv,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,,,,,,,,,,,,,,,
VT,2015,mcdvdating,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,,,,,,,,,,,,,,,
VT,2015,stalking,implemented,36,34,26,46,55,62,46,70,69,60,62,49,67,61,62,46,72,39,,,,,,,,,,,,,,,
WA,2011,ccbackgroundnics,implemented,,,,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,
WA,2014,backgroundpurge,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,defactoregh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,gunshow,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,gunshowh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,mentalhealth,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,permith,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,permitlaw,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,recordsallh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,reportallh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,statechecks,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,statechecksh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,threedaylimit,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,universal,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,universalh,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,universalpermit,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2014,universalpermith,implemented,,1835,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,
WA,2016,gvro,implemented,2088,1353,1301,1365,1338,1541,1544,1914,1805,1719,1678,1798,1850,1631,1720,2130,2708,,,,,,,,,,,,,,,,
